port,count
28199/tcp,21
52728/udp,21
60541/udp,21
61025/udp,21
56296/udp,21
38295/udp,21
49640/udp,21
9173/tcp,21
46680/udp,21
27992/udp,21
16530/udp,21
44822/tcp,21
61106/udp,21
33496/udp,21
65010/tcp,21
21521/udp,21
54558/udp,21
43035/udp,21
50933/udp,21
50210/udp,21
20898/udp,21
58865/udp,21
40521/udp,21
41776/udp,21
22327/udp,21
44989/udp,21
53514/udp,21
20187/udp,21
47950/udp,21
17027/udp,21
14189/udp,21
10722/udp,21
25145/tcp,21
19958/udp,21
39957/udp,21
60897/udp,21
16272/udp,21
50425/udp,21
15987/udp,21
39424/udp,21
49926/udp,21
11906/udp,21
40905/udp,21
35621/tcp,21
61468/udp,21
10267/udp,21
52004/udp,21
20717/udp,21
34173/udp,21
58844/udp,21
58286/udp,21
947/udp,21
31597/udp,21
35397/udp,21
44196/udp,21
26502/udp,21
56140/udp,21
51939/udp,21
57915/udp,21
37473/udp,21
64886/udp,21
59607/tcp,21
49925/udp,21
49627/udp,21
41206/udp,21
52317/udp,21
20304/udp,21
56926/udp,21
16559/udp,21
20003/udp,21
10949/udp,21
59606/tcp,21
3392/udp,21
44704/udp,21
17896/udp,21
29409/udp,21
54124/udp,21
16286/udp,21
38194/udp,21
28596/udp,21
12798/udp,21
49132/udp,21
18300/udp,21
19105/udp,21
49308/udp,21
28023/udp,21
31636/udp,21
43311/udp,21
50360/udp,21
38789/udp,21
58901/udp,21
45245/udp,21
18520/udp,21
24170/udp,21
30003/udp,21
64026/udp,21
29181/udp,21
48468/udp,21
16616/udp,21
40192/udp,21
62346/udp,21
19168/udp,21
15788/udp,21
31357/udp,21
40607/udp,21
38154/udp,21
52428/tcp,21
51282/udp,21
47279/udp,21
12534/udp,21
53397/udp,21
50835/udp,21
50565/udp,21
23895/udp,21
61863/udp,21
50167/udp,21
43383/udp,21
939/udp,21
62228/udp,21
51467/udp,21
7821/tcp,21
41503/udp,21
48320/udp,21
27474/udp,21
51173/udp,21
28088/udp,21
50131/udp,21
16542/udp,21
46777/udp,21
32501/udp,21
19151/udp,21
59000/udp,21
51495/udp,21
33216/udp,21
51954/udp,21
28242/udp,21
51302/udp,21
51081/udp,21
34449/udp,21
33451/udp,21
64698/udp,21
41880/udp,21
49009/udp,21
54569/udp,21
59751/udp,21
51405/udp,21
57199/udp,21
50684/udp,21
14379/tcp,21
55756/udp,21
55771/udp,21
12487/udp,21
16333/udp,21
32000/udp,21
55656/udp,21
64526/udp,21
16778/udp,21
53879/udp,21
59686/udp,21
17910/udp,21
62010/udp,21
32522/udp,21
967/udp,21
44825/udp,21
43040/udp,21
23028/udp,21
47069/udp,21
22846/udp,21
30794/udp,21
61999/udp,21
32670/udp,21
27997/udp,21
54858/udp,21
21436/udp,21
52248/udp,21
11215/udp,21
50472/udp,21
54610/udp,21
44979/udp,21
42354/udp,21
24543/udp,21
7373/tcp,21
55498/udp,21
55122/udp,21
26085/tcp,21
7740/udp,21
25729/udp,21
17234/udp,21
23490/udp,21
55845/udp,21
20272/udp,20
51695/udp,20
48410/udp,20
60543/udp,20
17040/udp,20
52198/tcp,20
10330/udp,20
60713/udp,20
51967/udp,20
24627/udp,20
20613/udp,20
32755/tcp,20
36108/udp,20
26333/udp,20
48106/udp,20
27485/udp,20
57183/udp,20
31421/udp,20
17372/udp,20
52754/udp,20
53935/udp,20
22691/udp,20
5697/udp,20
25101/udp,20
36253/udp,20
34661/udp,20
26864/udp,20
1166/tcp,20
56102/udp,20
19146/udp,20
33975/udp,20
11589/udp,20
31210/udp,20
47985/udp,20
58165/udp,20
45237/udp,20
23896/udp,20
59281/udp,20
17294/udp,20
32544/udp,20
14873/udp,20
59654/tcp,20
16576/udp,20
46488/udp,20
51249/udp,20
55824/udp,20
24778/udp,20
37332/udp,20
55806/udp,20
31122/udp,20
51707/udp,20
58037/udp,20
8087/tcp,20
58903/udp,20
39188/udp,20
41264/udp,20
58965/tcp,20
45450/udp,20
58582/udp,20
56583/udp,20
17141/udp,20
50387/udp,20
48392/udp,20
17362/udp,20
5333/tcp,20
16899/udp,20
57919/udp,20
58159/udp,20
41278/udp,20
52518/udp,20
64600/udp,20
39601/udp,20
30927/udp,20
48579/udp,20
20426/udp,20
45272/udp,20
53020/udp,20
52821/udp,20
31183/udp,20
60740/udp,20
14095/udp,20
7861/tcp,20
50212/udp,20
10111/udp,20
53133/udp,20
56247/udp,20
36005/tcp,20
57030/udp,20
59608/udp,20
53290/udp,20
10554/tcp,20
48518/udp,20
63517/udp,20
14230/udp,20
53990/udp,20
28518/udp,20
49842/udp,20
41229/udp,20
51946/udp,20
35710/udp,20
22118/udp,20
64149/udp,20
55724/udp,20
24256/udp,20
49569/udp,20
58302/udp,20
27599/udp,20
57785/udp,20
55388/udp,20
34352/udp,20
30271/udp,20
35701/udp,20
22658/udp,20
54867/udp,20
51164/udp,20
21015/udp,20
47822/tcp,20
56287/udp,20
39121/udp,20
48858/udp,20
29458/udp,20
63877/udp,20
26162/udp,20
62803/udp,20
16577/udp,20
54810/udp,20
55280/udp,20
56676/udp,20
32225/udp,20
21861/udp,20
57858/udp,20
10295/udp,20
51313/udp,20
57839/udp,20
35789/tcp,20
979/udp,20
37431/udp,20
55311/udp,20
51279/udp,20
64990/udp,20
44463/udp,20
39764/udp,20
33325/udp,20
50649/udp,20
61354/udp,20
42514/udp,20
58993/udp,20
42209/udp,20
21426/udp,20
46880/tcp,20
55863/udp,20
43607/udp,20
58269/udp,20
42476/udp,20
38531/tcp,20
17998/udp,20
58155/udp,20
35115/udp,20
59966/udp,20
57127/udp,20
26588/udp,20
49444/udp,20
29086/udp,20
8081/udp,20
31591/udp,20
33330/udp,20
41689/udp,20
943/udp,20
54607/udp,20
28739/udp,20
19445/udp,20
50019/udp,20
25056/udp,20
31058/tcp,20
55672/udp,20
23424/udp,20
23948/udp,20
54154/udp,20
22278/udp,20
19631/udp,20
55606/udp,20
21332/udp,20
28510/udp,20
52974/udp,20
21087/udp,20
45020/udp,20
50821/udp,20
3313/udp,20
56258/udp,20
63372/udp,20
28659/udp,20
18688/udp,20
55262/udp,20
9115/tcp,20
53503/udp,20
22484/udp,20
48274/udp,20
25845/udp,20
53713/udp,20
17605/udp,20
65500/udp,20
46668/udp,20
52934/udp,20
12583/udp,20
59082/udp,20
12117/udp,20
45986/udp,20
28189/udp,20
56186/udp,20
22224/udp,20
57614/udp,20
62876/udp,20
26662/udp,20
63158/udp,20
63573/udp,20
11832/tcp,20
31684/udp,20
22944/udp,20
47000/udp,20
3218/tcp,20
32775/udp,20
57913/udp,20
31546/udp,20
15026/udp,20
53406/tcp,20
20990/udp,20
43034/udp,20
26312/udp,20
60790/udp,20
20430/udp,20
34451/udp,20
30472/udp,20
23981/udp,20
31072/udp,20
25952/udp,20
60775/udp,20
65511/udp,20
33389/udp,20
27650/udp,20
16446/udp,20
31001/tcp,20
47468/udp,20
50023/udp,20
44323/udp,20
23268/udp,20
52942/udp,20
56726/udp,20
1046/udp,20
54498/udp,20
53043/udp,20
49304/udp,20
35958/tcp,20
10646/udp,20
26918/udp,20
22192/udp,20
9198/tcp,20
26550/udp,20
53726/udp,20
56562/udp,20
10633/udp,20
36476/udp,20
19607/udp,20
981/udp,20
50793/udp,20
54836/udp,20
22932/udp,20
49352/udp,20
31796/udp,20
57495/udp,20
21903/udp,20
41998/udp,20
24187/udp,20
53508/udp,20
44789/udp,20
24584/udp,20
55679/udp,20
26241/udp,20
39800/udp,20
42638/udp,20
59540/udp,20
17508/udp,20
52413/udp,20
58756/udp,20
36143/udp,20
49744/udp,20
30580/udp,20
34976/udp,20
52105/udp,20
21685/udp,20
17972/udp,20
46689/udp,20
24453/udp,20
39801/udp,20
22896/udp,20
64198/udp,20
24431/udp,20
50999/udp,20
42198/udp,20
50708/udp,20
50149/udp,20
36369/udp,20
8200/tcp,20
61817/udp,20
17257/udp,20
64767/udp,20
41561/udp,20
59419/udp,20
57519/udp,20
63060/udp,20
54284/udp,20
2503/udp,20
56442/udp,20
39587/udp,20
43963/tcp,20
52063/udp,20
25064/udp,20
37801/udp,20
59228/udp,20
59888/udp,20
28986/udp,20
35838/udp,20
41624/udp,20
50146/udp,20
42046/udp,20
20247/udp,20
21616/udp,20
383/tcp,20
55781/udp,20
45388/udp,20
30233/udp,20
32770/udp,20
52857/udp,20
24271/udp,20
50273/udp,20
47129/udp,20
44160/udp,20
50478/udp,20
1048/udp,20
38265/udp,20
18263/udp,20
9354/tcp,20
51483/udp,20
53917/udp,20
63588/udp,20
19549/udp,20
29159/udp,20
911/udp,20
50866/udp,20
20279/udp,20
64387/udp,20
51162/udp,20
48029/udp,20
55116/udp,20
50949/udp,20
28297/udp,20
54833/udp,20
52594/udp,20
1937/udp,20
53617/udp,20
53525/udp,20
62945/udp,20
51446/udp,20
60999/udp,20
43902/udp,20
27549/udp,20
25172/udp,20
25262/udp,20
63572/udp,20
51103/udp,20
54999/udp,20
52887/udp,20
22392/udp,20
56791/udp,20
36688/tcp,20
52011/udp,20
42614/udp,20
52618/udp,20
40479/udp,20
14657/udp,20
30480/udp,20
60725/udp,20
20986/udp,20
64732/udp,20
51912/udp,20
64054/udp,20
36924/udp,20
27493/udp,20
27054/udp,20
58401/udp,20
26496/udp,20
64075/udp,20
59221/udp,20
28434/udp,20
38409/udp,20
6995/udp,20
18714/udp,20
24744/udp,20
26771/udp,20
36575/udp,20
51851/udp,20
16224/udp,20
40600/tcp,20
23712/udp,20
51030/udp,20
20042/udp,20
24742/udp,20
28401/udp,20
10851/udp,20
20443/udp,20
53262/udp,20
53934/udp,20
46516/udp,20
54074/udp,20
1145/tcp,20
920/udp,20
45643/udp,19
50066/udp,19
47259/udp,19
24381/udp,19
10741/udp,19
63001/udp,19
55929/udp,19
60014/udp,19
50596/udp,19
58619/udp,19
30613/udp,19
24828/udp,19
61188/tcp,19
49410/udp,19
62673/udp,19
11026/tcp,19
19808/udp,19
24472/udp,19
52517/udp,19
58245/udp,19
46510/udp,19
54831/udp,19
39862/udp,19
56992/udp,19
19660/udp,19
39921/udp,19
19078/udp,19
53678/udp,19
926/udp,19
29451/udp,19
37725/udp,19
57674/udp,19
49778/udp,19
52453/udp,19
4001/udp,19
7011/udp,19
21171/udp,19
41300/udp,19
51701/tcp,19
50946/udp,19
55298/udp,19
27110/udp,19
53356/udp,19
48022/udp,19
58556/udp,19
1141/tcp,19
51440/udp,19
51582/udp,19
10599/udp,19
20657/udp,19
49531/udp,19
58639/udp,19
59662/udp,19
11742/udp,19
29236/udp,19
57807/udp,19
44668/udp,19
5891/udp,19
52326/udp,19
10090/udp,19
53092/udp,19
28992/udp,19
58434/udp,19
39966/udp,19
52367/udp,19
62438/udp,19
50517/udp,19
50375/udp,19
51819/udp,19
28398/udp,19
925/udp,19
60265/udp,19
53395/udp,19
24974/udp,19
13320/udp,19
62281/udp,19
55865/udp,19
63819/udp,19
32715/udp,19
51785/udp,19
35998/udp,19
65509/udp,19
46755/udp,19
29498/udp,19
9280/tcp,19
43607/tcp,19
60792/tcp,19
26731/udp,19
58636/udp,19
44583/udp,19
966/udp,19
59232/udp,19
42501/udp,19
17774/udp,19
45165/udp,19
50429/udp,19
11080/tcp,19
39791/udp,19
54683/udp,19
16608/udp,19
59841/tcp,19
27923/udp,19
17083/udp,19
33928/udp,19
18962/udp,19
34840/udp,19
986/udp,19
927/udp,19
25014/udp,19
47210/udp,19
52692/udp,19
39113/udp,19
20052/udp,19
10793/udp,19
49831/udp,19
19266/udp,19
25182/udp,19
56311/udp,19
54614/udp,19
39334/tcp,19
57444/udp,19
9533/udp,19
61444/udp,19
52743/udp,19
13548/udp,19
58514/udp,19
51216/udp,19
63307/udp,19
55453/udp,19
31445/udp,19
23259/udp,19
17077/udp,19
28059/udp,19
13054/tcp,19
60195/udp,19
44706/udp,19
33727/udp,19
23328/udp,19
56096/udp,19
8487/udp,19
42003/udp,19
56031/udp,19
50485/udp,19
38256/udp,19
20560/udp,19
19774/udp,19
34308/udp,19
18568/udp,19
62158/udp,19
27615/udp,19
17706/udp,19
16942/udp,19
59045/udp,19
49549/tcp,19
27012/udp,19
57213/udp,19
52822/udp,19
22961/udp,19
25552/udp,19
31162/udp,19
53174/udp,19
49825/udp,19
59600/udp,19
48596/udp,19
16136/udp,19
48123/udp,19
64548/tcp,19
46951/udp,19
50820/udp,19
42629/udp,19
32321/udp,19
31212/udp,19
48997/udp,19
962/udp,19
998/udp,19
53072/udp,19
33648/udp,19
54552/udp,19
65131/udp,19
42374/udp,19
37333/udp,19
54175/udp,19
51308/udp,19
53835/udp,19
41848/udp,19
26167/udp,19
35405/udp,19
53421/udp,19
25786/udp,19
37283/tcp,19
37415/udp,19
16248/udp,19
53687/udp,19
10015/tcp,19
53398/udp,19
60451/udp,19
31287/udp,19
61498/udp,19
48723/udp,19
52121/udp,19
52606/udp,19
32916/udp,19
33691/udp,19
37785/udp,19
21490/udp,19
56713/udp,19
49299/udp,19
18069/udp,19
11417/udp,19
35833/udp,19
22564/udp,19
11226/udp,19
58481/udp,19
17325/udp,19
14358/udp,19
53795/udp,19
61234/udp,19
48246/udp,19
60404/udp,19
50726/udp,19
55409/udp,19
914/udp,19
52023/udp,19
40052/udp,19
50065/udp,19
53390/udp,19
47912/udp,19
19962/udp,19
29732/udp,19
16203/udp,19
52462/udp,19
12096/udp,19
8065/tcp,19
18792/udp,19
16486/udp,19
48760/udp,19
53215/udp,19
53283/udp,19
24735/udp,19
56176/udp,19
56989/udp,19
56689/udp,19
54147/udp,19
55868/udp,19
54277/udp,19
64322/udp,19
55005/udp,19
38554/udp,19
8020/tcp,19
49629/udp,19
16972/udp,19
21009/udp,19
53339/udp,19
11149/udp,19
64791/udp,19
20031/udp,19
10118/udp,19
52470/udp,19
56349/udp,19
37714/udp,19
59079/tcp,19
49195/udp,19
14180/udp,19
60067/udp,19
47969/udp,19
40926/udp,19
52603/udp,19
25852/udp,19
55002/udp,19
60768/udp,19
51681/udp,19
18032/udp,19
58575/udp,19
12375/udp,19
39852/udp,19
18554/udp,19
14701/udp,19
64906/tcp,19
54301/udp,19
49729/udp,19
64400/udp,19
51067/udp,19
22418/udp,19
28474/udp,19
34557/udp,19
59565/udp,19
39939/udp,19
19943/udp,19
52843/udp,19
57039/udp,19
959/udp,19
45000/udp,19
46758/udp,19
28670/udp,19
6990/udp,19
50166/udp,19
37538/udp,19
23194/udp,19
61971/udp,19
55111/udp,19
61153/udp,19
30866/udp,19
64745/udp,19
36403/udp,19
65374/udp,19
27723/udp,19
21474/udp,19
49426/udp,19
27926/udp,19
10030/tcp,19
63979/udp,19
48213/udp,19
61837/udp,19
36827/udp,19
53375/udp,19
54571/udp,19
11839/udp,19
58930/udp,19
39931/udp,19
52125/udp,19
20580/udp,19
49436/udp,19
57329/udp,19
28098/udp,19
24708/udp,19
4705/tcp,19
16944/udp,19
60853/udp,19
53750/udp,19
58463/udp,19
19729/udp,19
16730/udp,19
47284/udp,19
16236/udp,19
58328/udp,19
8992/udp,19
49465/udp,19
32780/udp,19
43194/udp,19
57110/udp,19
64081/udp,19
56544/udp,19
56187/udp,19
41500/udp,19
38745/udp,19
22236/udp,19
38547/udp,19
17042/udp,19
42424/udp,19
20620/udp,19
20976/udp,19
61057/udp,19
64034/udp,19
53085/udp,19
40276/udp,19
64496/udp,19
40842/udp,19
19351/udp,19
17120/udp,19
54084/udp,19
39875/udp,19
10250/udp,19
50419/udp,19
17683/udp,19
53257/udp,19
10857/udp,19
11826/udp,19
29466/udp,19
59117/udp,19
40545/udp,19
22262/udp,19
49860/udp,19
51481/udp,19
51430/udp,19
53342/udp,19
17946/udp,19
957/udp,19
46574/udp,19
40931/udp,19
14768/udp,19
51683/udp,19
34306/udp,19
52827/tcp,19
38584/udp,19
57846/udp,19
60846/udp,19
31809/udp,19
61668/udp,19
40980/udp,19
50910/udp,19
32624/udp,19
49002/udp,19
55968/udp,19
58136/udp,19
33114/udp,19
57226/udp,19
22532/udp,19
24559/udp,19
39356/udp,19
59675/udp,19
30041/udp,19
5566/udp,19
54051/udp,19
57032/udp,19
49358/udp,19
17904/udp,19
13756/udp,19
19768/udp,19
10019/udp,19
11605/udp,19
27455/udp,19
21061/udp,19
46635/udp,19
21046/udp,19
55067/udp,19
49921/udp,19
29785/udp,19
12650/udp,19
11512/udp,19
51765/udp,19
23516/udp,19
31757/udp,19
50079/udp,19
20778/udp,19
36553/udp,19
29202/udp,19
57407/udp,19
53173/udp,19
18387/udp,19
10363/udp,19
24433/udp,19
50861/udp,19
909/udp,19
38209/udp,19
52331/udp,19
56903/udp,19
55904/udp,19
19580/udp,19
9107/tcp,19
62243/udp,19
21119/udp,19
14442/udp,19
17212/udp,19
52370/udp,19
57827/udp,19
58869/tcp,19
23188/udp,19
20482/udp,19
19948/udp,19
6537/tcp,19
50197/udp,19
14935/udp,19
14001/udp,19
20704/udp,19
54127/udp,19
25418/udp,19
17010/udp,19
30688/udp,19
63236/udp,19
48087/udp,19
54151/udp,19
39155/tcp,19
990/udp,19
49796/udp,19
33508/udp,19
52163/udp,19
33476/udp,19
27357/udp,19
45124/udp,19
17168/udp,19
12638/udp,19
21276/udp,19
64162/udp,19
50992/udp,19
51688/udp,19
23640/udp,19
40625/udp,19
57438/udp,19
43005/udp,19
58713/udp,18
969/udp,18
56382/udp,18
23117/udp,18
53424/udp,18
24798/udp,18
40007/udp,18
15618/udp,18
64737/udp,18
61210/udp,18
57499/udp,18
16726/udp,18
45502/udp,18
38811/udp,18
53876/udp,18
57361/udp,18
50426/udp,18
6895/udp,18
53123/udp,18
57792/udp,18
53200/udp,18
49105/udp,18
32534/udp,18
52135/udp,18
60333/udp,18
57609/udp,18
19382/udp,18
50943/udp,18
50292/udp,18
44185/udp,18
10506/tcp,18
900/udp,18
43234/udp,18
56123/udp,18
61451/udp,18
23889/tcp,18
62697/udp,18
53874/udp,18
60639/udp,18
23721/udp,18
54613/udp,18
29525/udp,18
15416/udp,18
43220/tcp,18
946/udp,18
57829/udp,18
49350/udp,18
49476/udp,18
24216/udp,18
33755/udp,18
8899/udp,18
60963/udp,18
46669/udp,18
44766/udp,18
23312/udp,18
14645/udp,18
23565/udp,18
51548/udp,18
12007/tcp,18
33383/udp,18
14812/udp,18
56901/udp,18
27454/udp,18
38342/udp,18
26899/udp,18
18930/udp,18
25814/udp,18
54933/udp,18
29666/udp,18
39284/udp,18
25528/udp,18
51246/tcp,18
47619/udp,18
7812/tcp,18
37517/udp,18
50679/udp,18
39264/tcp,18
26332/udp,18
63315/udp,18
36430/udp,18
44435/udp,18
17134/udp,18
22626/udp,18
43492/udp,18
53504/udp,18
22421/udp,18
59544/udp,18
59036/udp,18
15772/udp,18
35922/udp,18
27103/udp,18
65376/udp,18
41415/udp,18
57676/udp,18
44396/udp,18
21112/udp,18
34995/udp,18
25864/udp,18
26768/udp,18
60826/udp,18
36432/udp,18
13794/udp,18
60428/udp,18
14285/udp,18
65087/udp,18
45884/udp,18
27712/udp,18
30919/udp,18
10805/udp,18
49176/udp,18
49345/udp,18
10279/udp,18
50827/udp,18
40925/udp,18
64325/udp,18
18018/udp,18
27166/udp,18
61535/udp,18
12187/udp,18
58100/udp,18
55471/udp,18
15162/udp,18
21508/udp,18
16462/udp,18
50801/udp,18
54514/udp,18
25366/udp,18
12376/udp,18
58260/udp,18
52576/udp,18
29398/udp,18
28556/udp,18
58863/udp,18
51060/udp,18
44965/udp,18
57892/udp,18
22924/udp,18
6003/udp,18
59535/udp,18
53095/udp,18
29018/udp,18
28048/udp,18
34223/udp,18
57969/udp,18
39117/udp,18
60931/udp,18
56553/udp,18
58921/udp,18
50968/udp,18
51437/udp,18
61034/udp,18
53224/udp,18
53547/udp,18
48356/udp,18
29577/udp,18
51518/udp,18
41185/udp,18
16293/udp,18
16288/udp,18
35387/udp,18
7203/udp,18
59441/udp,18
55973/udp,18
12339/udp,18
42699/udp,18
31924/udp,18
20097/udp,18
33726/udp,18
55146/udp,18
26809/udp,18
50338/udp,18
50468/udp,18
50298/udp,18
55533/udp,18
38555/udp,18
14162/tcp,18
22223/tcp,18
17777/udp,18
19694/udp,18
1100/tcp,18
28546/udp,18
33743/udp,18
27072/udp,18
58946/udp,18
49065/udp,18
21632/udp,18
15759/udp,18
50643/udp,18
53394/udp,18
8138/tcp,18
36397/udp,18
36611/udp,18
28848/udp,18
24143/udp,18
53239/udp,18
22783/udp,18
59490/udp,18
49564/udp,18
46065/udp,18
59650/udp,18
64471/udp,18
16674/udp,18
36329/udp,18
24470/udp,18
19866/udp,18
25969/udp,18
23122/udp,18
15330/udp,18
46152/udp,18
60795/udp,18
59217/udp,18
50828/udp,18
52061/udp,18
53379/udp,18
20344/udp,18
59378/udp,18
50846/udp,18
5429/udp,18
56793/udp,18
43312/udp,18
50460/udp,18
59738/udp,18
49337/udp,18
9138/tcp,18
30261/udp,18
20435/udp,18
32773/udp,18
18967/udp,18
23054/udp,18
59099/udp,18
48698/udp,18
5041/tcp,18
11395/udp,18
20782/udp,18
58810/udp,18
54224/udp,18
24587/udp,18
55847/udp,18
44011/udp,18
46246/udp,18
59951/udp,18
755/udp,18
41251/udp,18
60658/udp,18
48144/udp,18
38457/udp,18
13275/udp,18
28006/udp,18
974/udp,18
19785/udp,18
19020/udp,18
58609/udp,18
10996/udp,18
16264/udp,18
771/udp,18
40051/tcp,18
17157/udp,18
31877/udp,18
58043/udp,18
52016/udp,18
23670/udp,18
53211/udp,18
12532/udp,18
14797/udp,18
56812/udp,18
63595/udp,18
6880/udp,18
25048/udp,18
57408/udp,18
40141/udp,18
16244/udp,18
52207/udp,18
28916/udp,18
28720/udp,18
64151/udp,18
22995/udp,18
23067/udp,18
28690/tcp,18
6984/tcp,18
29527/udp,18
20001/tcp,18
55436/udp,18
19780/udp,18
44950/udp,18
13202/udp,18
61352/udp,18
8027/tcp,18
49833/tcp,18
52033/udp,18
38790/udp,18
42063/udp,18
49659/udp,18
52353/udp,18
54513/udp,18
18394/udp,18
63890/udp,18
19471/udp,18
55561/udp,18
50837/udp,18
51701/udp,18
58545/udp,18
22454/udp,18
58692/udp,18
45555/udp,18
26606/udp,18
16835/udp,18
64460/udp,18
39926/udp,18
34142/udp,18
51550/udp,18
40131/udp,18
56742/udp,18
23966/udp,18
16918/udp,18
22471/udp,18
29417/udp,18
17004/tcp,18
56027/udp,18
41322/udp,18
57497/udp,18
29563/udp,18
20226/udp,18
34340/udp,18
38247/udp,18
48243/udp,18
999/udp,18
53350/udp,18
22710/udp,18
61405/udp,18
25087/udp,18
24030/udp,18
16768/udp,18
57886/udp,18
52083/udp,18
59935/udp,18
53206/udp,18
62734/udp,18
37063/udp,18
22187/udp,18
45066/udp,18
12897/udp,18
49235/udp,18
22070/udp,18
15732/tcp,18
31505/udp,18
47125/udp,18
906/udp,18
50119/udp,18
53438/udp,18
41526/udp,18
9186/tcp,18
49996/udp,18
52666/udp,18
58853/udp,18
12623/udp,18
55635/udp,18
65051/tcp,18
28281/udp,18
20414/udp,18
53724/udp,18
24492/udp,18
65018/udp,18
52882/udp,18
58871/udp,18
7600/tcp,18
910/udp,18
54711/udp,18
21923/udp,18
58402/udp,18
60085/udp,18
59609/udp,18
53891/udp,18
46078/udp,18
30199/udp,18
52595/udp,18
40801/udp,18
14453/udp,18
28930/udp,18
54700/udp,18
61633/udp,18
19264/udp,18
42820/udp,18
21126/udp,18
49750/udp,18
55631/udp,18
12525/udp,18
16992/udp,18
39675/udp,18
63181/udp,18
13714/udp,18
17920/udp,18
36261/udp,18
18183/udp,18
50182/udp,18
65521/udp,18
51130/udp,18
38623/udp,18
44277/udp,18
34037/udp,18
61472/udp,18
17743/udp,18
62776/udp,18
15581/udp,18
3091/tcp,18
59315/udp,18
40055/udp,18
11591/udp,18
59816/udp,18
56239/udp,18
61314/udp,18
50162/udp,18
32581/udp,18
49367/udp,18
49994/udp,18
929/udp,18
45052/udp,18
14130/udp,18
56747/udp,18
22364/udp,18
16240/udp,18
14081/udp,18
22367/udp,18
62375/udp,18
13670/udp,18
43120/udp,18
49323/udp,18
20164/udp,18
657/udp,18
52896/udp,18
9187/tcp,18
20512/udp,18
19457/udp,18
32778/udp,18
40911/udp,18
779/udp,18
14082/udp,18
62063/udp,18
35217/udp,18
9177/tcp,18
64194/udp,18
58005/udp,18
31192/udp,18
51327/udp,18
50437/udp,18
34507/udp,18
52408/udp,18
29455/udp,18
49246/udp,18
7274/udp,18
29932/udp,18
52203/udp,18
44008/udp,18
55668/udp,18
45385/udp,18
12842/udp,18
55151/udp,18
54169/udp,18
60419/udp,18
58153/udp,18
39392/udp,18
53840/udp,18
32776/udp,18
26577/udp,18
62032/udp,18
54633/udp,18
29154/udp,18
39250/udp,18
39519/udp,18
53181/udp,18
35294/udp,18
19981/udp,18
59858/udp,18
52071/udp,18
54007/udp,18
43561/udp,18
43109/udp,18
17437/udp,18
47828/udp,18
54317/udp,18
57338/udp,18
21216/udp,18
18856/udp,18
18228/udp,18
12711/udp,18
58929/udp,18
14366/udp,18
56007/udp,18
17442/udp,18
28303/udp,18
15586/udp,18
907/udp,18
61913/udp,18
34007/udp,18
46564/udp,18
57628/udp,18
25356/udp,18
59489/udp,18
46483/udp,18
53324/udp,18
53974/udp,18
38397/udp,18
59326/udp,18
21776/udp,18
27958/udp,18
17506/udp,18
20622/udp,18
58205/tcp,18
15832/udp,18
50497/udp,18
18062/udp,18
59134/udp,18
28042/udp,18
28015/udp,18
60743/udp,18
60634/udp,18
30026/udp,18
63827/udp,18
56165/udp,18
42689/udp,18
56846/udp,18
52154/udp,18
51900/udp,18
24277/udp,18
982/udp,18
47678/udp,18
18570/udp,18
28064/udp,18
16834/udp,18
16278/udp,18
38826/udp,18
17054/udp,18
54767/udp,18
53440/udp,18
36735/udp,18
41239/udp,18
43178/udp,18
49570/udp,18
905/udp,18
44195/udp,18
44479/udp,17
3218/udp,17
10049/udp,17
11655/udp,17
57294/udp,17
57966/udp,17
22928/udp,17
42287/udp,17
41122/udp,17
23081/udp,17
13814/udp,17
65070/udp,17
56693/udp,17
14562/udp,17
62933/udp,17
61305/udp,17
56505/udp,17
24955/udp,17
59393/udp,17
58522/udp,17
47677/udp,17
56842/udp,17
65250/udp,17
56392/udp,17
62712/udp,17
59791/udp,17
31435/udp,17
52319/udp,17
18980/udp,17
56922/udp,17
33021/udp,17
51986/udp,17
59728/udp,17
39943/tcp,17
17123/udp,17
54031/udp,17
52238/udp,17
13767/udp,17
57286/udp,17
58517/udp,17
56781/udp,17
16906/udp,17
64445/udp,17
20699/udp,17
15966/udp,17
53264/udp,17
59740/tcp,17
16127/udp,17
16206/tcp,17
29971/udp,17
14461/udp,17
52901/udp,17
23788/udp,17
27161/udp,17
20520/udp,17
26120/udp,17
58013/udp,17
58590/udp,17
44049/udp,17
17049/udp,17
52055/udp,17
16736/udp,17
16469/udp,17
49013/udp,17
28461/udp,17
30911/udp,17
27375/udp,17
28155/udp,17
49398/udp,17
11650/udp,17
57009/udp,17
49310/udp,17
17390/udp,17
34200/udp,17
10557/udp,17
20854/udp,17
21024/udp,17
54788/udp,17
53902/udp,17
58814/udp,17
12618/udp,17
44490/udp,17
59830/udp,17
40272/udp,17
50971/udp,17
53091/udp,17
60620/tcp,17
23705/udp,17
49652/udp,17
38976/udp,17
39980/tcp,17
63654/udp,17
20669/udp,17
58662/udp,17
51311/udp,17
53372/udp,17
59915/udp,17
28082/udp,17
57162/udp,17
17782/udp,17
23025/udp,17
15370/udp,17
51948/udp,17
54974/udp,17
51123/udp,17
14670/udp,17
32875/udp,17
24990/udp,17
33792/udp,17
49984/udp,17
5280/tcp,17
8051/tcp,17
55128/udp,17
22620/udp,17
35075/udp,17
18846/udp,17
3497/udp,17
36712/udp,17
